File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine
DCA_se3_ag1_m_06_1,909,DCA_se3_ag1_m_06,957.8969,960.6557,2.7588000000000648,"I don't know, sometimes it's necessa- sometime he be kind of angry.",1.0
DCA_se3_ag1_m_06_1,913,DCA_se3_ag1_m_06,963.1135,964.2252,1.111699999999928,"He be kind of angry, you know.",1.0
DCA_se3_ag1_m_06_1,927,DCA_se3_ag1_m_06,974.6711,976.3735,1.7024000000000115,"It might not be ho- loud to you, though.",1.0
DCA_se3_ag1_m_06_1,945,DCA_se3_ag1_m_06,996.4435,997.471,1.0275000000000318,"seemed to be you know,",1.0
DCA_se3_ag1_m_06_1,1025,DCA_se3_ag1_m_06,1091.6884,1093.3046,1.6161999999999352,There be uh two of 'em go to school here,1.0
DCA_se3_ag1_m_06_1,1073,DCA_int_03,1150.4569,1151.2564,0.79950000000008,to be closer?,1.0
DCA_se3_ag1_m_06_1,1125,DCA_int_03,1219.2274,1220.9413,1.713899999999967,intelligence to be the leader?,1.0
DCA_se3_ag1_m_06_1,1128,DCA_se3_ag1_m_06,1224.367,1224.9707,0.6037000000001171,be a leader.,1.0
DCA_se3_ag1_m_06_1,1222,DCA_se3_ag1_m_06,1347.7326,1351.1075,3.374900000000025,"I don't know, all my teachers tell me I could be good at it but I don't apply myself.",1.0
DCA_se3_ag1_m_06_1,1250,DCA_int_03,1378.665,1382.1318,3.4668000000001484,"Um, well you told me already what you wanna be when you finish school.",1.0
DCA_se3_ag1_m_06_1,1334,DCA_int_03,1485.8806,1487.3101,1.4294999999999618,I guess they'll be coming out. Okay. ,1.0
DCA_se3_ag2_f_01_1,92,DCA_int_03,91.089,93.7145,2.6255000000000024,Well every time you hit the ball though it's not gonna be a home run is it?,1.0
DCA_se3_ag2_f_01_1,186,DCA_int_03,232.0939,234.9284,2.83450000000002," how do you uh, pick which one's gonna be it?",1.0
DCA_se3_ag2_f_01_1,194,DCA_int_03,240.9758,244.7747,3.7989000000000033,Well how do you start with the first one? How do you know which one of the group is gonna be the first?,1.0
DCA_se3_ag2_f_01_1,259,DCA_int_03,333.7208,335.5109,1.7900999999999954,which one is gonna be it or,1.0
DCA_se3_ag2_f_01_1,325,DCA_se3_ag2_f_01,417.8642,419.6307,1.7665000000000077,the house was supposed to be haunted.,1.0
DCA_se3_ag2_f_01_1,461,DCA_se3_ag2_f_01,568.3144,569.6451,1.330699999999979,But she's trying to be quiet.,1.0
DCA_se3_ag2_f_01_1,541,DCA_se3_ag2_f_01,659.7495,661.8537,2.1041999999999916,so you could see what it's like to be black.,1.0
DCA_se3_ag2_f_01_1,579,DCA_se3_ag2_f_01,706.5445,709.1121,2.567600000000084,And I was wondering what it would be like for him to be,2.0
DCA_se3_ag2_f_01_1,874,DCA_se3_ag2_f_01,1061.2022,1066.2707,5.0685000000000855,I'd sit there and pretend like I took it out and I'd still be chewing all the while and she'd yell at me for that.,1.0
DCA_se3_ag2_f_01_1,947,DCA_se3_ag2_f_01,1166.1439,1169.9536,3.8097000000000207,"She'd ha- it seemed like she just had this attitude, she didn't wanna be there in the first place.",1.0
DCA_se3_ag2_f_01_1,1033,DCA_se3_ag2_f_01,1298.7231,1300.7737,2.0506000000000313,to be exposed to a variety of people,1.0
DCA_se3_ag2_f_01_1,1055,DCA_int_03,1320.5958,1322.2446,1.6487999999999374,well my next question's supposed to be,1.0
DCA_se3_ag2_f_01_1,1081,DCA_int_03,1356.784,1359.0013,2.2172999999997955,Which one of you seems to be the-,1.0
DCA_se3_ag2_f_01_1,1094,DCA_se3_ag2_f_01,1376.6087,1384.0103,7.401599999999917,"Regardless of the situation, I mean she can always think of something funny to say about it you know she says, well I'm not gonna be bothered with that girl you know or something.",1.0
DCA_se3_ag2_f_01_1,1164,DCA_se3_ag2_f_01,1481.5273,1482.5708,1.0434999999999945,You were just to be,1.0
DCA_se3_ag2_f_01_1,1194,DCA_se3_ag2_f_01,1513.3261,1514.1514,0.8252999999999702,"Be a teacher, yeah.",1.0
DCA_se3_ag2_f_01_1,1200,DCA_int_03,1520.2369,1521.8429,1.6059999999999945,Have you ever wanted to be something else?,1.0
DCA_se3_ag2_f_01_1,1203,DCA_se3_ag2_f_01,1524.3841,1527.4095,3.0253999999999905,ever since I can remember I've wanted to be a teacher.,1.0
DCA_se3_ag2_f_01_1,1205,DCA_se3_ag2_f_01,1528.0091,1530.1261,2.116999999999962,Before I wanted to be an elementary school,1.0
DCA_se3_ag2_f_01_1,1212,DCA_se3_ag2_f_01,1538.6115,1541.2499,2.638400000000047,So I decided to change and be a art teacher.,1.0
DCA_se3_ag2_f_01_1,1253,DCA_se3_ag2_f_01,1593.9551,1596.8245,2.8694000000000415,but some of them you know you just don't wanna be bothered with.,1.0
DCA_se3_ag2_f_01_1,1339,DCA_int_03,1708.3276,1712.5978,4.270199999999932,were you ever in a situation where you thought you might be killed or that you might die?,1.0
DCA_se3_ag2_f_01_1,1342,DCA_se3_ag2_f_01,1716.5501,1718.4411,1.8910000000000764,"as such where I'd be dead, no.",1.0
DCA_se3_ag2_f_01_1,1386,DCA_se3_ag2_f_01,1764.1182,1766.6114,2.4932000000001153,"God's plan will be better for you because uh,",1.0
DCA_se3_ag2_f_02_1,49,DCA_se3_ag2_f_02,76.2144,78.3963,2.181899999999999,That machine couldn't possibly be on .},1.0
DCA_se3_ag2_f_02_1,128,DCA_se3_ag2_f_02,187.1195,189.4829,2.363400000000013,I don't remember exactly how we did it. It would be,1.0
DCA_se3_ag2_f_02_1,134,DCA_se3_ag2_f_02,197.8488,198.5746,0.7257999999999925,would be it.,1.0
DCA_se3_ag2_f_02_1,278,DCA_se3_ag2_f_02,399.2769,405.6835,6.406599999999969,"So she says, oh certainly! I'd be very happy to. It's so nice to meet someone who isn't a credit to his race.",1.0
DCA_se3_ag2_f_02_1,690,DCA_se3_ag2_f_02,1043.1322,1045.5145,2.3822999999999865,"In other words, one day I may be with uh,",1.0
DCA_se3_ag2_f_02_1,695,DCA_se3_ag2_f_02,1051.2609,1053.2291,1.9682000000000244,"And then another day I might be with uh,",1.0
DCA_se3_ag2_f_02_1,723,DCA_se3_ag2_f_02,1093.8763,1094.945,1.0687000000000353,I'd be with them.,1.0
DCA_se3_ag2_f_02_1,816,DCA_se3_ag2_f_02,1234.8363,1235.9584,1.1221000000000458,be it right or wrong.,1.0
DCA_se3_ag2_f_02_1,842,DCA_int_05,1279.3441,1281.1776,1.8334999999999582,In order to be accepted into their group?,1.0
DCA_se3_ag2_f_02_1,852,DCA_se3_ag2_f_02,1293.0424,1298.8167,5.774300000000039,"Well, as far as I was concerned, they really didn't have to do anything except be themselves,",1.0
DCA_se3_ag2_f_02_1,944,DCA_int_05,1431.4653,1434.7397,3.274400000000014,"would um, there be anything in your life that you would change?",1.0
DCA_se3_ag2_f_02_1,969,DCA_se3_ag2_f_02,1468.1238,1470.4516,2.3278000000000247,would be that I would have gone out of town.,1.0
DCA_se3_ag2_f_02_1,1006,DCA_se3_ag2_f_02,1536.5293,1537.6202,1.090900000000147,that can be done,1.0
DCA_se3_ag2_f_02_1,1038,DCA_int_05,1582.884,1585.421,2.5370000000000346,when you were younger what did you wanna be when you grew up?,1.0
DCA_se3_ag2_f_02_1,1039,DCA_se3_ag2_f_02,1587.082,1591.9523,4.8702999999998156,"Well I fluctuated um, back and forth between wanting to be a teacher and a nurse.",1.0
DCA_se3_ag2_f_02_1,1128,DCA_se3_ag2_f_02,1719.7707,1721.5474,1.7766999999998916,"Yes, it could be a lot better",1.0
DCA_se3_ag2_f_02_1,1132,DCA_se3_ag2_f_02,1726.0838,1729.2843,3.20049999999992,This is another reason why I say the system needs to be destroyed.,1.0
DCA_se3_ag2_f_02_1,1145,DCA_se3_ag2_f_02,1747.6892,1749.3902,1.7010000000000218,the program will be a success.,1.0
DCA_se3_ag2_f_02_1,1180,DCA_se3_ag2_f_02,1798.6204,1800.8157,2.1953000000000884,And you'd be surprised at how many children,1.0
DCA_se3_ag2_f_02_1,1299,DCA_int_05,1975.6771,1976.8601,1.1829999999999927,or you might be killed?,1.0
DCA_se3_ag2_f_03_1,22,DCA_se3_ag2_f_03,22.017,23.4885,1.471499999999999,You've got to be joking.,1.0
DCA_se3_ag2_f_03_1,280,DCA_se3_ag2_f_03,354.7815,358.5198,3.738299999999981,"seems to be pretty good at it. She's getting everybody to give time and money,",1.0
DCA_se3_ag2_f_03_1,498,DCA_se3_ag2_f_03,606.1953,607.494,1.2987000000000535,"He would be with a patient,",1.0
DCA_se3_ag2_f_03_1,768,DCA_se3_ag2_f_03,912.4914,913.2347,0.7432999999999765,and she would be,1.0
DCA_se3_ag2_f_03_1,990,DCA_se3_ag2_f_03,1190.6079,1192.2211,1.6132000000000062,"Or somebody would be at some different one,",1.0
DCA_se3_ag2_f_03_1,1131,DCA_se3_ag2_f_03,1340.9485,1342.4957,1.5471999999999753,And they want them to all be owned,1.0
DCA_se3_ag2_f_03_1,1211,DCA_se3_ag2_f_03,1436.0579,1438.1981,2.14020000000005,and I thought this place was gonna be in shambles,1.0
DCA_se3_ag2_f_04_1,29,DCA_se3_ag2_f_04,32.6209,35.1012,2.4802999999999997,and one team would be against the other team and we,1.0
DCA_se3_ag2_f_04_1,52,DCA_se3_ag2_f_04,59.5617,61.7205,2.1587999999999994,caught him then he'd have to be the devil.,1.0
DCA_se3_ag2_f_04_1,62,DCA_se3_ag2_f_04,75.1126,76.981,1.868399999999994,"You'd be a blueberry pie, you could",1.0
DCA_se3_ag2_f_04_1,64,DCA_se3_ag2_f_04,77.1051,78.7258,1.6207000000000136,select the type you wanted to be.,1.0
DCA_se3_ag2_f_04_1,115,DCA_se3_ag2_f_04,139.6033,146.2713,6.668000000000006,"frightened miss muffin away, and I used to be little miss muffin and when the spider came down I would have to jump up and scream and run away.",1.0
DCA_se3_ag2_f_04_1,151,DCA_se3_ag2_f_04,201.1291,202.3719,1.2428000000000168,"Could be a dance,",1.0
DCA_se3_ag2_f_04_1,582,DCA_se3_ag2_f_04,747.7918,749.886,2.0942000000000007,"RD-NAME-2 what do you wanna be? I said, I wanna be a teacher.",2.0
DCA_se3_ag2_f_04_1,584,DCA_se3_ag2_f_04,750.4062,753.5917,3.1854999999999336,I wanted to be a teacher but when I got out of high school I didn't know what I wanted to be.,2.0
DCA_se3_ag2_f_04_1,589,DCA_se3_ag2_f_04,757.1386,758.4592,1.320600000000013,college to be a teacher.,1.0
DCA_se3_ag2_f_04_1,757,DCA_se3_ag2_f_04,986.5785,991.3832,4.804700000000025,"I- you know I'd finish my work and I would just be bored and I would talk my head off,",1.0
DCA_se3_ag2_f_04_1,1056,DCA_se3_ag2_f_04,1445.0964,1448.1749,3.0785000000000764,you can't even be good until he gets the things under the tree.,1.0
DCA_se3_ag2_f_05_1,64,DCA_se3_ag2_f_05,82.2729,83.5711,1.2981999999999942,and back would be the winner.,1.0
DCA_se3_ag2_f_05_1,127,DCA_se3_ag2_f_05,157.686,158.3623,0.6762999999999977,would be it.,1.0
DCA_se3_ag2_f_05_1,137,DCA_se3_ag2_f_05,168.6599,170.6008,1.9408999999999992,no the first person caught would be it.,1.0
DCA_se3_ag2_f_05_1,175,DCA_se3_ag2_f_05,230.1221,231.8066,1.684500000000014,Do they have to be in order? ,1.0
DCA_se3_ag2_f_05_1,439,DCA_se3_ag2_f_05,574.7805,576.3053,1.5248000000000275,And I always wanted to be a teacher.,1.0
DCA_se3_ag2_f_05_1,482,DCA_se3_ag2_f_05,627.6397,629.2781,1.638400000000047,be ready to come out and play.,1.0
DCA_se3_ag2_f_05_1,696,DCA_se3_ag2_f_05,953.9392,956.1762,2.2369999999999663,And I could be a class clown at times.,1.0
DCA_se3_ag2_f_05_1,835,DCA_se3_ag2_f_05,1198.9578,1201.3391,2.38130000000001,I don't think so I think I'd still rather be a teacher.,1.0
DCA_se3_ag2_f_05_1,917,DCA_se3_ag2_f_05,1326.5578,1329.6192,3.0614000000000487,"look for, a bathroom and a kitchen to be large and a-",1.0
DCA_se3_ag2_f_05_1,921,DCA_se3_ag2_f_05,1332.8821,1335.0711,2.188999999999851,Well I should say the house should be large.,1.0
DCA_se3_ag2_f_05_1,956,DCA_se3_ag2_f_05,1384.1085,1388.5425,4.433999999999969,And usually they are with me about ten minutes unless they happen to be my first hour class.,1.0
DCA_se3_ag2_f_05_1,977,DCA_se3_ag2_f_05,1422.1924,1423.553,1.360600000000204,because I have to be at school,1.0
DCA_se3_ag2_f_05_1,993,DCA_se3_ag2_f_05,1443.6559,1446.9615,3.305599999999913,And if I happen to have any papers that need to be graded.,1.0
DCA_se3_ag2_f_05_1,1095,DCA_se3_ag2_f_05,1618.1169,1619.1463,1.0294000000001233,that's the way it'll be.,1.0
DCA_se3_ag2_f_05_1,1101,DCA_se3_ag2_f_05,1625.7095,1628.2667,2.557199999999966,I don't believe whatever will be will be you have to,2.0
DCA_se3_ag2_m_01_1,58,DCA_se3_ag2_m_01,94.3506,96.4804,2.129800000000003,"It used to be about five of us in a game,",1.0
DCA_se3_ag2_m_01_1,186,DCA_se3_ag2_m_01,278.9984,283.8047,4.8063000000000216,quiz programs on. I think there should be more educational programs on television.,1.0
DCA_se3_ag2_m_01_1,386,DCA_se3_ag2_m_01,556.5092,558.6203,2.1111000000000786,She wanted to be a star. That's all she,1.0
DCA_se3_ag2_m_01_1,454,DCA_se3_ag2_m_01,660.6257,663.3069,2.68119999999999,"his wife, and it would never be anything between them.",1.0
DCA_se3_ag2_m_01_1,572,DCA_se3_ag2_m_01,810.8589,812.0899,1.2309999999999945,"to be my best man,",1.0
DCA_se3_ag2_m_01_1,726,DCA_se3_ag2_m_01,990.4625,993.7592,3.296699999999987,I used to have to come home every day and be home by three thirty.,1.0
DCA_se3_ag2_m_01_1,808,DCA_se3_ag2_m_01,1098.0149,1100.8219,2.8070000000000164,"It just happened to be one of the those times when I wasn't talking,",1.0
DCA_se3_ag2_m_01_1,898,DCA_se3_ag2_m_01,1233.54,1237.7495,4.2094999999999345,"I don't know. They just- they seemed to be hostile. They uh, conveyed the uh,",1.0
DCA_se3_ag2_m_01_1,1297,DCA_se3_ag2_m_01,1782.7423,1783.5396,0.7973000000001775,wanting to be,1.0
DCA_se3_ag2_m_01_1,1365,DCA_se3_ag2_m_01,1879.95,1884.8215,4.871499999999969,"just in case something happened to me, I want my wife and my children to be uh, taken care of.",1.0
DCA_se3_ag2_m_01_1,1403,DCA_se3_ag2_m_01,1928.8452,1929.7592,0.9139999999999873,It would be either,1.0
DCA_se3_ag2_m_02_1,38,DCA_se3_ag2_m_02,44.1499,45.2945,1.144599999999997,he was chosen to be it.,1.0
DCA_se3_ag2_m_02_1,80,DCA_se3_ag2_m_02,97.3601,98.6047,1.2445999999999913,then he would be in jail.,1.0
DCA_se3_ag2_m_02_1,104,DCA_se3_ag2_m_02,120.9881,122.7425,1.754400000000004,it- it- it could be a pretty,1.0
DCA_se3_ag2_m_02_1,164,DCA_se3_ag2_m_02,187.4723,188.6608,1.1885000000000048,he would be the person who was it.,1.0
DCA_se3_ag2_m_02_1,251,DCA_se3_ag2_m_02,294.0668,295.6808,1.613999999999976,"Jack be nimble, Jack be quick,",2.0
DCA_se3_ag2_m_02_1,329,DCA_se3_ag2_m_02,411.6488,413.7898,2.1410000000000196,not to be too hasty in spending the money.,1.0
DCA_se3_ag2_m_02_1,481,DCA_se3_ag2_m_02,590.8177,592.0822,1.2644999999999982,what they should be doing.,1.0
DCA_se3_ag2_m_02_1,622,DCA_se3_ag2_m_02,758.1353,761.5008,3.3654999999999973,"And he expected you to be able to tell exactly what was in the story,",1.0
DCA_se3_ag2_m_02_1,672,DCA_se3_ag2_m_02,832.1195,833.5115,1.391999999999939,I expected her to be,1.0
DCA_se3_ag2_m_02_1,732,DCA_int_05,927.161,930.2917,3.130700000000047,"In this group was um, there anyone that seemed to be a leader that",1.0
DCA_se3_ag2_m_02_1,740,DCA_int_05,938.0435,939.7233,1.6798000000000002,this person seem to be the leader?,1.0
DCA_se3_ag2_m_02_1,762,DCA_int_05,973.6484,976.6372,2.9887999999999693,"and they wanted to be a good friend of yours, what would they have to do?",1.0
DCA_se3_ag2_m_02_1,764,DCA_int_05,977.5733,978.9179,1.344600000000014,And what would they have to be like?,1.0
DCA_se3_ag2_m_02_1,800,DCA_se3_ag2_m_02,1040.9191,1041.5846,0.6654999999998381,he'd have to be a,1.0
DCA_se3_ag2_m_02_1,807,DCA_int_05,1048.2954,1051.1133,2.8179000000000087,"Um, when you were younger what did you want to be when you grew up?",1.0
DCA_se3_ag2_m_02_1,829,DCA_int_05,1085.1987,1087.5878,2.3891000000000986,"Um, did your parents want you to be anything particular?",1.0
DCA_se3_ag2_m_02_1,832,DCA_se3_ag2_m_02,1090.0221,1091.9603,1.9382000000000517,They just wanted me to be good at something.,1.0
DCA_se3_ag2_m_02_1,866,DCA_se3_ag2_m_02,1133.7396,1137.8067,4.067099999999982,younger people could be better directed and better trained and better skilled.,1.0
DCA_se3_ag2_m_02_1,984,DCA_int_05,1295.8226,1299.4461,3.623499999999922,were you in a si- in a situation where you thought you might be killed or you might die?,1.0
DCA_se3_ag2_m_03_1,59,DCA_se3_ag2_m_03,50.7064,52.2111,1.5046999999999997,was supposed to be the winner of the-,1.0
DCA_se3_ag2_m_03_1,319,DCA_se3_ag2_m_03,360.9307,363.1974,2.2667000000000144,and she thought herself to be this- to be so,2.0
DCA_se3_ag2_m_03_1,468,DCA_se3_ag2_m_03,558.3189,559.2454,0.9265000000000327,she thought it to be.,1.0
DCA_se3_ag2_m_03_1,596,DCA_int_05,732.6096,736.9937,4.3840999999999894,"and they wanted to you know hang around with the rest of you, what would this person have to be like?",1.0
DCA_se3_ag2_m_03_1,652,DCA_int_05,824.0011,826.3502,2.3491000000000213,there be anything in your life that you'd like to change?,1.0
DCA_se3_ag2_m_03_1,669,DCA_se3_ag2_m_03,852.2332,855.3038,3.070600000000013,be more inclined to have finished college.,1.0
DCA_se3_ag2_m_03_1,677,DCA_se3_ag2_m_03,865.9099,867.3385,1.4285999999999603,Well I think I'd be in a position to get-,1.0
DCA_se3_ag2_m_03_1,679,DCA_se3_ag2_m_03,867.4287,870.7096,3.280899999999974,to be making more money and that's really what the whole thing is about.,1.0
DCA_se3_ag2_m_03_1,691,DCA_int_05,884.3291,886.9464,2.6173,When you were younger what did you want to be when you grew up?,1.0
DCA_se3_ag2_m_03_1,732,DCA_se3_ag2_m_03,947.5145,948.6391,1.1245999999999867,and then I'd be,1.0
DCA_se3_ag2_m_03_1,802,DCA_se3_ag2_m_03,1031.4903,1033.5313,2.0410000000001673,I think I might be satisfied w-,1.0
DCA_se3_ag2_m_03_1,819,DCA_int_05,1056.3007,1060.4833,4.182600000000093,Um were you ever in a situation where you thought you might be killed or you might die?,1.0
DCA_se3_ag2_m_03_1,824,DCA_se3_ag2_m_03,1069.5432,1071.4699,1.9266999999999825,"about to be killed or could have been killed,",1.0
DCA_se3_ag2_m_03_1,858,DCA_se3_ag2_m_03,1132.6867,1136.8487,4.162000000000035,for instance uh should I think that I would be killed at a certain moment I could-,1.0
DCA_se3_ag3_f_01_1,170,DCA_se3_ag3_f_01,281.712,284.7207,3.008700000000033,"who thought she would be put in an orphanage,",1.0
DCA_se3_ag3_f_01_1,183,DCA_se3_ag3_f_01,300.9952,305.9261,4.930900000000008,"McHale was about to be court marshaled by Captain Binghamton, and uh,",1.0
DCA_se3_ag3_f_01_1,766,DCA_se3_ag3_f_01,1168.4165,1170.3915,1.974999999999909,to be able to treat the people there.,1.0
DCA_se3_ag3_f_01_1,796,DCA_se3_ag3_f_01,1213.1925,1217.3605,4.167999999999893,and there are quite a few things to be done with these registrations,1.0
DCA_se3_ag3_f_01_1,810,DCA_se3_ag3_f_01,1237.0464,1240.0219,2.975500000000011,quite a few things to be done. It's quite interesting work.,1.0
DCA_se3_ag3_f_01_1,874,DCA_se3_ag3_f_01,1321.6479,1325.0188,3.3709000000001197,"And course, there's all the foods to be prepared, uh,",1.0
DCA_se3_ag3_m_01_1,223,DCA_se3_ag3_m_01,316.7931,319.8515,3.058400000000006,I- I might be wrong. But I'm- d- I'm- This is vague.,1.0
DCA_se3_ag3_m_01_1,235,DCA_se3_ag3_m_01,329.5676,331.9546,2.3870000000000005,"that person will be it next time. In other words,",1.0
DCA_se3_ag3_m_01_1,251,DCA_se3_ag3_m_01,355.1179,357.1686,2.050700000000006,it was more fun to hide than it was to be it.,1.0
DCA_se3_ag3_m_01_1,339,DCA_se3_ag3_m_01,497.8831,499.4648,1.581700000000012,"Be- Use the uh,",1.0
DCA_se3_ag3_m_01_1,403,DCA_se3_ag3_m_01,588.2767,596.3418,8.06510000000003,"Uh, now we have the comedy shows. Jonathan Winner- Winters, that uh, I watch mainly because uh, someone else is watching them and I happen to be there.",1.0
DCA_se3_ag3_m_01_1,440,DCA_se3_ag3_m_01,660.1502,665.0653,4.9150999999999385,"her husband happened to be a police man . I don't know why I remember this one so well, but her husband happened to be a police man.",2.0
DCA_se3_ag3_m_01_1,593,DCA_se3_ag3_m_01,855.0247,860.0093,4.9846,"And uh, by this time, actor Tony Quinn, uh, who happened to be the bandit,",1.0
DCA_se3_ag3_m_01_1,597,DCA_se3_ag3_m_01,863.923,867.1651,3.2421000000000504,"thought to be the priest, and he was of course",1.0
DCA_se3_ag3_m_01_1,858,DCA_se3_ag3_m_01,1242.7603,1245.221,2.460700000000088,"he eats it, and he seems to be thriving off of it,",1.0
DCA_se3_ag3_m_01_1,931,DCA_se3_ag3_m_01,1339.1971,1342.221,3.0238999999999123,general things that they seem to be having in school now.,1.0
DCA_se3_ag3_m_01_1,1049,DCA_se3_ag3_m_01,1512.8209,1516.6889,3.8680000000001655,"I don't know. Maybe they do, but th- they seem to be a little more-",1.0
DCA_se3_ag3_m_01_1,1053,DCA_se3_ag3_m_01,1524.3677,1531.5474,7.179699999999912,"taking care of something that you couldn't do during school time, and that was the end of it. But now, they seem to be a little rougher than we were. We were just",1.0
DCA_se3_ag3_m_01_1,1059,DCA_se3_ag3_m_01,1538.1096,1539.6082,1.4985999999998967,"But now, they seem to be-",1.0
DCA_se3_ag3_m_01_1,1065,DCA_se3_ag3_m_01,1547.7676,1548.7483,0.9807000000000698,they seem to be a little,1.0
DCA_se3_ag3_m_01_1,1134,DCA_se3_ag3_m_01,1645.1818,1649.3473,4.165499999999838,"went right through the course, and uh, we got to be great friends. And I've seen her since then,",1.0
DCA_se3_ag3_m_01_1,1173,DCA_se3_ag3_m_01,1697.3647,1702.0011,4.636399999999867,"hurt me. I think at that particular time, I needed to be struck. I was way out of line. I think I was",1.0
DCA_se3_ag3_m_01_1,1187,DCA_se3_ag3_m_01,1734.4306,1739.3402,4.909600000000182,"regardless of what you- did- you- It could be the teacher that was wrong  but in this case,",1.0
DCA_se3_ag3_m_01_1,1339,DCA_se3_ag3_m_01,1998.6977,2005.6407,6.942999999999984,"I wanted to be moved out of the class or felt that oh, I've got to go here another day or something. That's uh, no, I can't remember",1.0
DCA_se3_ag3_m_01_1,1712,DCA_se3_ag3_m_01,2643.3672,2645.9862,2.618999999999687,But it's just not close as we used to be.,1.0
DCA_se3_ag3_m_01_2,19,DCA_se3_ag3_m_01,27.1782,31.3095,4.1312999999999995,"And uh, we used- used to be a group of us that used to play ball together,",1.0
DCA_se3_ag3_m_01_2,86,DCA_se3_ag3_m_01,141.8729,144.708,2.8351000000000113,"the- by the same token, I want them to be aware of it. I'm not-",1.0
DCA_se3_ag3_m_01_2,111,DCA_se3_ag3_m_01,182.6147,187.8873,5.272600000000011,"maybe I have. I don't- I didn't recall whether I'd be in there for any particular reason or not, but uh,",1.0
DCA_se3_ag3_m_01_2,134,DCA_se3_ag3_m_01,221.128,223.6308,2.5028000000000077,and of course he happened to be,1.0
DCA_se3_ag3_m_01_2,274,DCA_se3_ag3_m_01,436.5311,438.7447,2.213600000000042,"I used to have a desire to be a um,",1.0
DCA_se3_ag3_m_01_2,300,DCA_se3_ag3_m_01,478.0788,483.827,5.748199999999997,"be in a- in this area now. I'm not sure of it- this would have been the direction that I would have gone, but uh,",1.0
DCA_se3_ag3_m_01_2,354,DCA_se3_ag3_m_01,548.983,555.3794,6.396400000000085,"and uh, we used to have some very interesting discussions in the school. You may- you might be thinking RD-NAME-4?",1.0
DCA_se3_ag3_m_01_2,529,DCA_se3_ag3_m_01,802.0368,802.4752,0.43840000000000146,be,1.0
DCA_se3_ag3_m_01_2,812,DCA_se3_ag3_m_01,1238.9271,1243.5002,4.57309999999984,"things, and this is my attitude now. I might be very wrong, uh- I",1.0
DCA_se3_ag3_m_01_2,844,DCA_se3_ag3_m_01,1297.8257,1301.612,3.786299999999983,"that will, of course will never be fulfilled in that area.",1.0
DCA_se3_ag3_m_03_1,35,DCA_se3_ag3_m_03,49.9961,50.4604,0.4643000000000015,would be the,1.0
DCA_se3_ag3_m_03_1,405,DCA_se3_ag3_m_03,563.6253,568.063,4.43769999999995,burning ambition to be a teacher or to be a doctor or anything like that.,2.0
DCA_se3_ag3_m_03_1,587,DCA_se3_ag3_m_03,801.2375,803.9531,2.715599999999995,about how the money's going to be spent before you have it,1.0
DCA_se3_ag3_m_03_1,739,DCA_se3_ag3_m_03,1025.6159,1028.739,3.123100000000022,have to be rescued or something serious would happen.,1.0
DCA_se3_ag3_m_03_1,759,DCA_se3_ag3_m_03,1051.6149,1052.9491,1.3342000000000098,Oh it must be true.,1.0
DCA_se3_ag3_m_03_1,765,DCA_se3_ag3_m_03,1058.3235,1061.9091,3.585600000000113,"I- I- I- it has to be true- I mean it doesn't do any- it doesn't say anything, but",1.0
DCA_se3_ag3_m_04_1,322,DCA_se3_ag3_m_04,487.6696,491.8289,4.159299999999973,"and put him up and feed him for over a month. See, then he'll be ready to kill.",1.0
DCA_se3_ag3_m_04_1,359,DCA_se3_ag3_m_04,522.6508,527.8999,5.2490999999999985,"n- n- That was a little rough because you had to be so particular, you couldn't leave your scent when you set your trap.",1.0
DCA_se3_ag3_m_04_1,826,DCA_se3_ag3_m_04,1200.6816,1203.7078,3.026200000000017,I don't d- be able to say those words. I- I want to say,1.0
DCA_se3_ag3_m_04_1,840,DCA_se3_ag3_m_04,1219.5396,1222.4903,2.9506999999998698,"Well, when I was a child, I wanted to be a brick layer.",1.0
DCA_se3_ag3_m_04_1,853,DCA_se3_ag3_m_04,1235.3305,1237.3297,1.9991999999999734,And I learned to be a brick layer by trade.,1.0
DCA_se3_ag3_m_04_1,1107,DCA_se3_ag3_m_04,1568.0385,1569.7591,1.7205999999998767,"for local board, they have to be issued.",1.0
DCA_se3_ag4_m_01_1,116,DCA_se3_ag4_m_01,134.713,135.9512,1.2382000000000062,It might be behind a,1.0
DCA_se3_ag4_m_01_1,469,DCA_se3_ag4_m_01,634.434,637.6234,3.189399999999978,"I don't know wh- I don't know what will be there on this afternoon, but, uh",1.0
DCA_se3_ag4_m_01_1,542,DCA_se3_ag4_m_01,734.2085,737.0529,2.844400000000064,"I thought it would be a lot of comedy, well it was a lot of comedy in it,",1.0
DCA_se3_ag4_m_01_1,672,DCA_se3_ag4_m_01,873.1827,876.7217,3.539000000000101,in their resistance to the girl be- becoming engaged to this,1.0
DCA_se3_ag4_m_01_1,734,DCA_se3_ag4_m_01,946.0422,948.4109,2.36869999999999,that couldn't be a p- a pet that wasn't a pet.,1.0
DCA_se3_ag4_m_01_1,1194,DCA_se3_ag4_m_01,1540.4274,1543.8826,3.455199999999877,"uh, those days it was to be expected, because uh,",1.0
DCA_se3_ag4_m_01_1,1256,DCA_se3_ag4_m_01,1629.5127,1633.0426,3.529899999999998,"children in the room, too you see? It's- they had to be strict sometimes.",1.0
