File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48
DCA_se1_ag1_m_05_1,74,DCA_se1_ag1_m_05,107.2974,110.654,3.3566,"the other um children, they be behind, she be in front of 'em.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,other,um,"children,",they,be,"behind,",she,be ,in,front,of,'em.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,355,DCA_se1_ag1_m_05,492.7668,494.8764,2.1096,I don't know. I don't be with them when they play.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,know.,I,don't,be ,with,them,when,they,play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,448,DCA_se1_ag1_m_05,674.7835,676.4795,1.696,"Sometimes he be on the movies,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,he,be ,on,the,"movies,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_07_1,725,DCA_se1_ag1_m_07,1008.2552,1012.9036,4.6484,"Well you know, you call that your walk man, you know, like the person that you be with all the time.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,you,"know,",you,call,that,your,walk,"man,",you,"know,",like,the,person,that,you,be ,with,all,the,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_08_1,711,DCA_se1_ag1_m_08,862.3823,864.5133,2.131,"When I be playing football out the Club, I have a",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,When,I,be ,playing,football,out,the,"Club,",I,have,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_08_1,996,DCA_se1_ag1_m_08,1253.2916,1255.5345,2.2429,"you know, when I be talking to the fellas, you know, I might",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,"know,",when,I,be ,talking,to,the,"fellas,",you,"know,",I,might,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag2_m_01_1,976,DCA_se1_ag2_m_01,1285.1026,1288.534,3.4314,"Well, it- it be mixed up all kinds a way- everybody just-",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Well,",it-,it,be ,mixed,up,all,kinds,a,way-,everybody,just-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag2_m_01_1,980,DCA_se1_ag2_m_01,1290.8722,1291.6636,0.7914,that's all it be.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that's,all,it,be.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag4_m_02_1,1121,DCA_se1_ag4_m_02,1365.8441,1367.7795,1.9354,"by myself all the time, I don't be with nobody.",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,by,myself,all,the,"time,",I,don't,be ,with,nobody.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag4_m_02_1,1482,DCA_se1_ag4_m_02,1819.0714,1823.8202,4.7488," you might think I'm crazy in there, you know, cause I be humming to myself.",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,might,think,I'm,crazy,in,"there,",you,"know,",cause,I,be ,humming,to,myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_01_1,98,DCA_se2_ag1_f_01,107.6818,110.4364,2.7546,"Like when somebody's mother sick we be on the front porch,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,when,somebody's,mother,sick,we,be ,on,the,front,"porch,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_01_1,827,DCA_int_01,815.7012,817.0616,1.3604,How about when you be in school?,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How,about,when,you,be ,in,school?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,"And if you out, everybody be jumping, be all happy so you don't be it.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,if,you,"out,",everybody,be ,"jumping,",be,all,happy,so,you,don't,be,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,"And if you out, everybody be jumping, be all happy so you don't be it.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,if,you,"out,",everybody,be,"jumping,",be ,all,happy,so,you,don't,be,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,"And if you out, everybody be jumping, be all happy so you don't be it.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,if,you,"out,",everybody,be,"jumping,",be,all,happy,so,you,don't,be ,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,1565,DCA_se2_ag1_f_02,1566.0431,1567.9957,1.9526,I mean I be nervous- I be a nervous wreck!,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,mean,I,be ,nervous-,I,be,a,nervous,wreck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,1565,DCA_se2_ag1_f_02,1566.0431,1567.9957,1.9526,I mean I be nervous- I be a nervous wreck!,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,mean,I,be,nervous-,I,be ,a,nervous,wreck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,75,DCA_se2_ag1_f_03,97.3072,98.7379,1.4307,It be two captains,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,two,captains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,172,DCA_se2_ag1_f_03,208.1933,209.3458,1.1525,"It be two teams,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,two,"teams,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,174,DCA_se2_ag1_f_03,209.5699,210.5072,0.9373,and there be a net.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,there,be ,a,net.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,236,DCA_se2_ag1_f_03,271.2879,272.8446,1.5567,"it be, rock in the block.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,"be,",rock,in,the,block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1644,DCA_se2_ag1_f_03,1686.8415,1688.7092,1.8677,Cause in the day I be over to church.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,in,the,day,I,be ,over,to,church.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1761,DCA_se2_ag1_f_03,1815.4596,1816.5617,1.1021,"You know she be the um,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,know,she,be ,the,"um,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1962,DCA_se2_ag1_f_03,2049.3733,2052.0239,2.6506,And I be saying I'll be glad when I get there.,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,I,be,saying,I'll,be ,glad,when,I,get,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_04_1,132,DCA_se2_ag1_f_04,184.6308,187.2318,2.601,"um- Like one person be polar bear,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,um-,Like,one,person,be ,polar,"bear,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,24,DCA_se2_ag1_f_05,23.7379,25.3921,1.6542,"Um, one person be it,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Um,",one,person,be ,"it,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,390,DCA_se2_ag1_f_05,467.1102,469.4229,2.3127,"Or if the boys be out, then we be talking to them.",2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Or,if,the,boys,be,"out,",then,we,be ,talking,to,them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,428,DCA_se2_ag1_f_05,510.1081,513.5343,3.4262,"or he be doing something, instead of talking to another boy while he ain't there.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,he,be ,doing,"something,",instead,of,talking,to,another,boy,while,he,ain't,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,603,DCA_se2_ag1_f_05,741.2484,743.1278,1.8794,"Well I usually be with RD-NAME-2,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,I,usually,be ,with,"RD-NAME-2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,619,DCA_se2_ag1_f_05,760.1099,764.3994,4.2895,"RD-NAME-2 upstairs, and um, the little one upstairs. She be with us all the time.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RD-NAME-2,"upstairs,",and,"um,",the,little,one,upstairs.,She,be ,with,us,all,the,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,744,DCA_se2_ag1_f_05,957.8559,960.4242,2.5683,Mm-mm.  The children be screaming and hollering.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mm-mm.,The,children,be ,screaming,and,hollering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,836,DCA_se2_ag1_f_07,1045.0963,1050.9191,5.8228,"Oh, kids are so rowdy, you know. She be trying to- She has a little soft voice- She be trying to keep 'em quiet. She-",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh,",kids,are,so,"rowdy,",you,know.,She,be ,trying,to-,She,has,a,little,soft,voice-,She,be,trying,to,keep,'em,quiet.,She-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,836,DCA_se2_ag1_f_07,1045.0963,1050.9191,5.8228,"Oh, kids are so rowdy, you know. She be trying to- She has a little soft voice- She be trying to keep 'em quiet. She-",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh,",kids,are,so,"rowdy,",you,know.,She,be,trying,to-,She,has,a,little,soft,voice-,She,be ,trying,to,keep,'em,quiet.,She-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,"And they just be hollering- She be hollering over there, and they be hollering over her.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,they,just,be ,hollering-,She,be,hollering,over,"there,",and,they,be,hollering,over,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,"And they just be hollering- She be hollering over there, and they be hollering over her.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,they,just,be,hollering-,She,be ,hollering,over,"there,",and,they,be,hollering,over,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,"And they just be hollering- She be hollering over there, and they be hollering over her.",3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,they,just,be,hollering-,She,be,hollering,over,"there,",and,they,be ,hollering,over,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,998,DCA_se2_ag1_f_07,1303.3108,1305.01,1.6992,Not in the group I be in. No.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not,in,the,group,I,be ,in.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,1031,DCA_se2_ag1_f_07,1351.9869,1354.78,2.7931,"my associates that I be with, they don't live on my street.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,associates,that,I,be ,"with,",they,don't,live,on,my,street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_01_1,93,DCA_se2_ag1_m_01,98.8517,99.9055,1.0538,Or you be playing three.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Or,you,be ,playing,three.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,62,DCA_se2_ag1_m_03,67.9862,69.9586,1.9724,"Well it's a guy be in the center of you,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,it's,a,guy,be ,in,the,center,of,"you,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,64,DCA_se2_ag1_m_03,70.559,72.2423,1.6833,and you be in the- in the rear of the center.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,you,be ,in,the-,in,the,rear,of,the,center.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,68,DCA_se2_ag1_m_03,75.6602,76.1964,0.5362,There be about,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There,be ,about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,101,DCA_se2_ag1_m_03,107.8226,109.6924,1.8698,And you be running up as fast as you can to get,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,you,be ,running,up,as,fast,as,you,can,to,get,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,113,DCA_se2_ag1_m_03,123.9586,125.6175,1.6589,"Well, it be about five people,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Well,",it,be ,about,five,"people,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,247,DCA_se2_ag1_m_03,267.1706,268.5228,1.3522,all the marbles be in the center.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,the,marbles,be ,in,the,center.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,1273,DCA_se2_ag1_m_03,1384.3389,1386.7636,2.4247,"Christmas? Everybody be happy and celebrate,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas?,Everybody,be ,happy,and,"celebrate,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_04_1,663,DCA_se2_ag1_m_04,614.5325,615.6656,1.1331,"Like I be playing,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,I,be ,"playing,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_04_1,928,DCA_se2_ag1_m_04,894.1323,895.8357,1.7034,and hang with the boys that be with us.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,hang,with,the,boys,that,be ,with,us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag2_m_02_1,1087,DCA_se2_ag2_m_02,1257.529,1258.6854,1.1564,and it be boring as I don't know what.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,it,be ,boring,as,I,don't,know,what.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag2_m_02_1,2098,DCA_se2_ag2_m_02,2468.9707,2471.0037,2.033,"how happy they be when I do these, make me feel very good.",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,how,happy,they,be ,when,I,do,"these,",make,me,feel,very,good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag2_m_03_1,43,DCA_se2_ag2_m_03,55.1439,57.1233,1.9794,"some be the good guys and the bad guys, you kn-",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,some,be ,the,good,guys,and,the,bad,"guys,",you,kn-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag2_m_03_1,151,DCA_se2_ag2_m_03,189.6307,191.3242,1.6935,you be playing around the girls. I-,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,be ,playing,around,the,girls.,I-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_01_1,135,DCA_se2_ag3_m_01,130.3052,133.3278,3.0226,"One be on the one side, and one be on the other side, and we just try to get the ball-",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One,be ,on,the,one,"side,",and,one,be,on,the,other,"side,",and,we,just,try,to,get,the,ball-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_01_1,135,DCA_se2_ag3_m_01,130.3052,133.3278,3.0226,"One be on the one side, and one be on the other side, and we just try to get the ball-",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One,be,on,the,one,"side,",and,one,be ,on,the,other,"side,",and,we,just,try,to,get,the,ball-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_01_1,1334,DCA_se2_ag3_m_01,1363.3873,1364.5943,1.207,her hair be all tangled up.,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,her,hair,be ,all,tangled,up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_02_1,1043,DCA_se2_ag3_m_02,1236.6701,1238.7125,2.0424,like he be fighting Joe Louis- ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,like,he,be ,fighting,Joe,Louis-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_02_1,1045,DCA_se2_ag3_m_02,1239.1461,1242.6153,3.4692,it was like Joe Louis be fighting. ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,was,like,Joe,Louis,be ,fighting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag3_m_02_1,1550,DCA_se2_ag3_m_02,1845.8036,1849.3675,3.5639,"everybody be so choked up over the gifts and everything, they won't be too hungry anyway.",2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,everybody,be,so,choked,up,over,the,gifts,and,"everything,",they,won't,be ,too,hungry,anyway.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_01_1,66,DCA_se3_ag1_f_01,78.3661,79.7825,1.4164,The last person be it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The,last,person,be ,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_02_1,904,DCA_se3_ag1_f_02,1024.7501,1025.9438,1.1937,and we be in bed,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,we,be ,in,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,160,DCA_se3_ag1_f_03,175.9897,177.1181,1.1284,"They be saying um,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,saying,"um,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,259,DCA_se3_ag1_f_03,293.1185,295.8265,2.708,"And when I be doing my work, she'll say I wasn't doing it.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,when,I,be ,doing,my,"work,",she'll,say,I,wasn't,doing,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_04_1,1000,DCA_se3_ag1_f_04,1101.5558,1102.6658,1.11,We be running around.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,be ,running,around.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_02_1,2345,DCA_se3_ag1_m_02,2512.0238,2514.3894,2.3656,the only way I think anybody really be recognized,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the,only,way,I,think,anybody,really,be ,recognized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_05_1,529,DCA_se3_ag1_m_05,573.9086,575.2566,1.348,"it be two people, two more people",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,be ,two,"people,",two,more,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,909,DCA_se3_ag1_m_06,957.8969,960.6557,2.7588,"I don't know, sometimes it's necessa- sometime he be kind of angry.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,"know,",sometimes,it's,necessa-,sometime,he,be ,kind,of,angry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,913,DCA_se3_ag1_m_06,963.1135,964.2252,1.1117,"He be kind of angry, you know.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,be ,kind,of,"angry,",you,know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag3_m_04_1,826,DCA_se3_ag3_m_04,1200.6816,1203.7078,3.0262,I don't d- be able to say those words. I- I want to say,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,d-,be ,able,to,say,those,words.,I-,I,want,to,say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,175,DCB_se1_ag1_f_01,218.4058,219.5267,1.1209,"I be talking to my mother,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,talking,to,my,"mother,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,177,DCB_se1_ag1_f_01,219.8606,221.6465,1.7859,but she be getting on my nerves sometimes you know.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,she,be ,getting,on,my,nerves,sometimes,you,know.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,190,DCB_se1_ag1_f_01,236.4431,238.1544,1.7113,in different activities that we be having.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in,different,activities,that,we,be ,having.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,502,DCB_se1_ag1_f_01,616.9431,618.532,1.5889,"Yeah, sometimes they be like,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",sometimes,they,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,824,DCB_se1_ag1_f_01,1005.9686,1007.6845,1.7159,"Yeah, it just be getting irritating.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",it,just,be ,getting,irritating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,963,DCB_se1_ag1_f_01,1165.1801,1167.9872,2.8071,"It's just, sometimes it be a little quiet,",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's,"just,",sometimes,it,be ,a,little,"quiet,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,965,DCB_se1_ag1_f_01,1168.4535,1171.8516,3.3981,"like the street be quiet, but other times, I don't know what be going on.",2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,like,the,street,be ,"quiet,",but,other,"times,",I,don't,know,what,be,going,on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
